Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Total Cost
2.4227010341794646,-0.8365524162374005,-0.8653626019282092,-1.8988007513139997,3.3858233324634597,-1.5769281059054256,1.5158078395640926,-0.9785579664046933,2.550683713236643
1.8828761323626348,-0.8365524162374005,-0.8653626019282092,2.16769924280443,-1.0434826939353306,-0.5465045250538384,-2.2337457323061916,-0.8669654660870652,1.0463715399591338
-0.015140551734015741,-0.8365524162374005,0.6521948042343115,-1.011907481135039,1.0194578687535552,-0.006144724832543188,1.2894834347755255,-0.9785579664046933,0.1173078610066759
1.5089299303936055,-0.8365524162374005,-0.8653626019282092,1.6959475033475357,-1.0434826939353306,-1.7536089952379263,-0.6611101501103464,-0.2811048394195177,0.5812125263456491
-1.0722576996080029,2.0688892332717876,-0.8653626019282092,1.0119074811350388,-1.0434826939353306,0.015779181143023086,-1.0001588714906757,-0.8669654660870652,-0.8443688730831126
0.3266846303222892,0.8437729502053635,-0.8653626019282092,-2.5828407735264975,0.351574322253265,0.3265827893848664,0.6212697001289065,-0.2811048394195177,0.7167404817732318
0.16377832336193496,-0.8365524162374005,0.6249258293828441,-0.49581107816919645,0.5032867727637746,-0.24808147548055035,1.084177548507954,1.7275601662977882,0.16352038511093328
-0.42974141771198593,-0.8365524162374005,0.6084086217585267,0.7472547552997203,-0.247079519818666,-0.35254243924648127,0.9960999470866423,-0.9785579664046933,-0.7148034475929801
0.5021516943231416,-0.8365524162374005,-0.8653626019282092,0.46939298075960995,-1.0434826939353306,0.046730577814409646,0.6563005643305635,-0.8669654660870652,-0.16422039939616823
0.05149857912969581,-0.6623652669862502,1.3317376575328794,-0.14388428053435284,-0.09135628038661403,-1.7071819002308455,0.3560360140306409,-0.8669654660870652,-0.15045173926663383
1.0391000868940556,-0.6043028839025334,0.5993709043791833,-1.1817381073395208,1.3856603355030612,-0.4691260333753713,0.9065210229138324,-0.2811048394195177,1.4330608591903125
0.607623700006714,-0.3952783048011529,-0.8653626019282092,2.16769924280443,-1.0434826939353306,-0.5465045250538384,-1.2829079896897697,2.550554856140295,-0.15080178994789153
1.0669063429379062,1.3582056643270943,-0.8653626019282092,-1.7053825381366734,2.792924100583307,-0.38272005100108236,-0.2094622223675472,0.5000426628038789,2.1431970079051443
0.11238469150157646,-0.8365524162374005,0.63334025590844,-0.659037180021281,0.5974531213565051,-0.1701871271908939,1.156741481497101,-0.9785579664046933,0.14261069108370625
0.18669451368772974,-0.8365524162374005,0.8097315675190747,-0.8703819592979706,1.1886085319664224,-0.2731005211232539,0.14334862423486244,-0.2811048394195177,0.2389213018541996
-0.408742900216802,-0.8365524162374005,-0.8653626019282092,0.563743328650989,-1.0434826939353306,-0.08223357498303559,1.4069619400803701,-0.671678590531216,-1.1887020598819074
1.0391000868940556,-0.6043028839025334,0.5993709043791833,-1.1817381073395208,1.4536693650422559,-0.4691260333753713,0.9065210229138324,-0.9785579664046933,1.4467128357594266
-0.6388636398900509,0.8042905297084362,-0.8653626019282092,1.0119074811350388,-1.0434826939353306,-0.01259293247241545,-0.2820261553566946,1.4485789155037176,-0.8569706976084502
0.17768145138386088,-0.8365524162374005,0.9661775718097793,-0.3420200111062479,0.6166351553290982,0.6244899823469636,-0.23886312625108014,1.7275601662977882,0.2820183748952496
0.16655894896632026,-0.8365524162374005,-0.8653626019282092,0.1863419370854733,-1.0434826939353306,1.4911290891457962,-0.044316719702589207,-0.2811048394195177,-0.4162568899029102
-0.30490091643924827,-0.8365524162374005,1.0836678977412446,-1.8280379903954656,1.047359009077327,1.4498605602506134,0.3546598015084328,-0.671678590531216,0.012035952795943812
-0.30490091643924827,-0.8365524162374005,1.0836678977412446,-1.8280379903954656,1.047359009077327,1.4498605602506134,0.3546598015084328,-0.2811048394195177,0.012035952795943812
-1.0895167550834968,-0.8365524162374005,1.4719780996261407,-0.0023587586972844865,1.0491028303475627,0.6270692654029132,-0.5447576368691269,-0.2811048394195177,-1.0556828010033497
-0.013798180752588585,0.29938004641243476,-0.48422024486141324,-1.0071899637404704,0.9078533074584675,1.1261605367290268,0.12408164892395118,0.5000426628038789,0.36882510966955084
0.9719815378226915,0.26663286235321854,-0.8653626019282092,2.16769924280443,-1.0434826939353306,-0.5465045250538384,-2.2337457323061916,-0.8669654660870652,0.49212462796514006
2.5061198023110176,-0.8365524162374005,-0.8653626019282092,-0.42693532420848945,-1.0434826939353306,1.9425036239368545,-1.996036296652086,1.4485789155037176,2.224292082396893
